
2022-12-02 15:01:01.063799 ||Processed frame no: 1 || Current FPS: 0.67 || Objects tracked: 2 || car: 2 
2022-12-07 17:57:58.362268 ||Processed frame no: 358 || Current FPS: 16.0 || Objects tracked: 2 || car: 2 
2022-12-07 17:57:58.425586 ||Processed frame no: 359 || Current FPS: 29.62 || Objects tracked: 2 || car: 2 
2022-12-07 17:57:58.488099 ||Processed frame no: 360 || Current FPS: 16.0 || Objects tracked: 3 || car: 3 
2022-12-07 17:57:58.566360 ||Processed frame no: 361 || Current FPS: 12.78 || Objects tracked: 4 || car: 4 
2022-12-07 17:57:58.626773 ||Processed frame no: 362 || Current FPS: 16.55 || Objects tracked: 2 || car: 2 
2022-12-07 17:57:58.675813 ||Processed frame no: 363 || Current FPS: 23.94 || Objects tracked: 2 || car: 2 
2022-12-07 17:57:58.754020 ||Processed frame no: 364 || Current FPS: 15.98 || Objects tracked: 4 || car: 4 
2022-12-07 17:57:58.816528 ||Processed frame no: 365 || Current FPS: 21.33 || Objects tracked: 2 || car: 2 
2022-12-07 17:57:58.894438 ||Processed frame no: 366 || Current FPS: 18.47 || Objects tracked: 4 || car: 4 
2022-12-07 17:57:58.972566 ||Processed frame no: 367 || Current FPS: 12.8 || Objects tracked: 5 || car: 5 
2022-12-07 17:57:59.050691 ||Processed frame no: 368 || Current FPS: 12.8 || Objects tracked: 6 || car: 6 
2022-12-07 17:57:59.128825 ||Processed frame no: 369 || Current FPS: 12.8 || Objects tracked: 6 || car: 6 
2022-12-07 17:57:59.191451 ||Processed frame no: 370 || Current FPS: 15.97 || Objects tracked: 5 || car: 5 
2022-12-07 17:57:59.269577 ||Processed frame no: 371 || Current FPS: 16.0 || Objects tracked: 5 || car: 5 
2022-12-07 17:57:59.347702 ||Processed frame no: 372 || Current FPS: 16.0 || Objects tracked: 5 || car: 5 
2022-12-07 17:57:59.425955 ||Processed frame no: 373 || Current FPS: 16.32 || Objects tracked: 5 || car: 5 
2022-12-07 17:57:59.488446 ||Processed frame no: 374 || Current FPS: 16.0 || Objects tracked: 5 || car: 5 
2022-12-07 17:57:59.576996 ||Processed frame no: 375 || Current FPS: 13.85 || Objects tracked: 5 || car: 5 
2022-12-07 17:57:59.644834 ||Processed frame no: 376 || Current FPS: 17.13 || Objects tracked: 4 || car: 4 
2022-12-07 17:57:59.738733 ||Processed frame no: 377 || Current FPS: 12.78 || Objects tracked: 5 || car: 5 
2022-12-07 17:57:59.801232 ||Processed frame no: 378 || Current FPS: 16.0 || Objects tracked: 4 || car: 4 
2022-12-07 17:57:59.879360 ||Processed frame no: 379 || Current FPS: 16.0 || Objects tracked: 4 || car: 4 
2022-12-07 17:57:59.961366 ||Processed frame no: 380 || Current FPS: 15.06 || Objects tracked: 4 || car: 4 
2022-12-07 17:58:00.035484 ||Processed frame no: 381 || Current FPS: 15.42 || Objects tracked: 4 || car: 4 
2022-12-07 17:58:00.114770 ||Processed frame no: 382 || Current FPS: 15.84 || Objects tracked: 4 || car: 4 
2022-12-07 17:58:00.176158 ||Processed frame no: 383 || Current FPS: 16.29 || Objects tracked: 4 || car: 4 
2022-12-07 17:58:00.238657 ||Processed frame no: 384 || Current FPS: 21.33 || Objects tracked: 4 || car: 4 
2022-12-07 17:58:00.316783 ||Processed frame no: 385 || Current FPS: 16.0 || Objects tracked: 4 || car: 4 
2022-12-07 17:58:00.391431 ||Processed frame no: 386 || Current FPS: 16.94 || Objects tracked: 4 || car: 4 
2022-12-07 17:58:00.457120 ||Processed frame no: 387 || Current FPS: 17.42 || Objects tracked: 4 || car: 4 
2022-12-07 17:58:00.535235 ||Processed frame no: 388 || Current FPS: 12.8 || Objects tracked: 4 || car: 4 
2022-12-07 17:58:00.597850 ||Processed frame no: 389 || Current FPS: 15.97 || Objects tracked: 4 || car: 4 
2022-12-07 17:58:00.675974 ||Processed frame no: 390 || Current FPS: 16.0 || Objects tracked: 3 || car: 3 
2022-12-07 17:58:00.741222 ||Processed frame no: 391 || Current FPS: 15.33 || Objects tracked: 3 || car: 3 
2022-12-07 17:58:00.801899 ||Processed frame no: 392 || Current FPS: 17.73 || Objects tracked: 2 || car: 2 
2022-12-07 17:58:00.900793 ||Processed frame no: 393 || Current FPS: 10.11 || Objects tracked: 3 || car: 3 
2022-12-07 17:58:00.989938 ||Processed frame no: 394 || Current FPS: 12.8 || Objects tracked: 3 || car: 3 
2022-12-07 17:58:01.083689 ||Processed frame no: 395 || Current FPS: 12.8 || Objects tracked: 3 || car: 3 
2022-12-07 17:58:01.146693 ||Processed frame no: 396 || Current FPS: 15.87 || Objects tracked: 3 || car: 3 
2022-12-07 17:58:01.209193 ||Processed frame no: 397 || Current FPS: 21.33 || Objects tracked: 3 || car: 3 
2022-12-07 17:58:01.287319 ||Processed frame no: 398 || Current FPS: 21.33 || Objects tracked: 3 || car: 3 
2022-12-07 17:58:01.344312 ||Processed frame no: 399 || Current FPS: 17.55 || Objects tracked: 2 || car: 2 
2022-12-07 17:58:01.404100 ||Processed frame no: 400 || Current FPS: 19.97 || Objects tracked: 3 || car: 3 
2022-12-07 17:58:01.466614 ||Processed frame no: 401 || Current FPS: 16.0 || Objects tracked: 2 || car: 2 
2022-12-07 17:58:01.529105 ||Processed frame no: 402 || Current FPS: 16.0 || Objects tracked: 2 || car: 2 
2022-12-07 17:58:01.577666 ||Processed frame no: 403 || Current FPS: 20.59 || Objects tracked: 3 || car: 3 
2022-12-07 17:58:01.654181 ||Processed frame no: 404 || Current FPS: 16.0 || Objects tracked: 3 || car: 3 
2022-12-07 17:58:01.747876 ||Processed frame no: 405 || Current FPS: 12.81 || Objects tracked: 3 || car: 3 
2022-12-07 17:58:01.810375 ||Processed frame no: 406 || Current FPS: 21.34 || Objects tracked: 3 || car: 3 
2022-12-07 17:58:01.873030 ||Processed frame no: 407 || Current FPS: 21.85 || Objects tracked: 3 || car: 3 
2022-12-07 17:58:01.951157 ||Processed frame no: 408 || Current FPS: 16.0 || Objects tracked: 3 || car: 3 
2022-12-07 17:58:02.014090 ||Processed frame no: 409 || Current FPS: 19.46 || Objects tracked: 3 || car: 3 
2022-12-07 17:58:02.092216 ||Processed frame no: 410 || Current FPS: 16.0 || Objects tracked: 3 || car: 3 
2022-12-07 17:58:02.154821 ||Processed frame no: 411 || Current FPS: 15.97 || Objects tracked: 3 || car: 3 
2022-12-07 17:58:02.217322 ||Processed frame no: 412 || Current FPS: 21.33 || Objects tracked: 3 || car: 3 
2022-12-07 17:58:02.286729 ||Processed frame no: 413 || Current FPS: 18.95 || Objects tracked: 3 || car: 3 
2022-12-07 17:58:02.357679 ||Processed frame no: 414 || Current FPS: 16.24 || Objects tracked: 3 || car: 3 
2022-12-07 17:58:02.420382 ||Processed frame no: 415 || Current FPS: 15.95 || Objects tracked: 3 || car: 3 
2022-12-07 17:58:02.483843 ||Processed frame no: 416 || Current FPS: 21.95 || Objects tracked: 2 || car: 2 
2022-12-07 17:58:02.546362 ||Processed frame no: 417 || Current FPS: 16.0 || Objects tracked: 2 || car: 2 
2022-12-07 17:58:02.608990 ||Processed frame no: 418 || Current FPS: 15.97 || Objects tracked: 3 || car: 3 
2022-12-07 17:58:02.691472 ||Processed frame no: 419 || Current FPS: 14.95 || Objects tracked: 3 || car: 3 
2022-12-07 17:58:02.766111 ||Processed frame no: 420 || Current FPS: 16.16 || Objects tracked: 3 || car: 3 
2022-12-07 17:58:02.829845 ||Processed frame no: 421 || Current FPS: 20.79 || Objects tracked: 2 || car: 2 
2022-12-07 17:58:02.891249 ||Processed frame no: 422 || Current FPS: 21.33 || Objects tracked: 2 || car: 2 
2022-12-07 17:58:02.969868 ||Processed frame no: 423 || Current FPS: 16.14 || Objects tracked: 2 || car: 2 
2022-12-07 17:58:03.016817 ||Processed frame no: 424 || Current FPS: 21.3 || Objects tracked: 2 || car: 2 
2022-12-07 17:58:03.095336 ||Processed frame no: 425 || Current FPS: 15.88 || Objects tracked: 2 || car: 2 
2022-12-07 17:58:03.142205 ||Processed frame no: 426 || Current FPS: 26.69 || Objects tracked: 2 || car: 2 
2022-12-07 17:58:03.204703 ||Processed frame no: 427 || Current FPS: 21.33 || Objects tracked: 2 || car: 2 
2022-12-07 17:58:03.267292 ||Processed frame no: 428 || Current FPS: 21.85 || Objects tracked: 2 || car: 2 
2022-12-07 17:58:03.333876 ||Processed frame no: 429 || Current FPS: 20.06 || Objects tracked: 2 || car: 2 
2022-12-07 17:58:03.392278 ||Processed frame no: 430 || Current FPS: 17.42 || Objects tracked: 2 || car: 2 
2022-12-07 17:58:03.454788 ||Processed frame no: 431 || Current FPS: 16.0 || Objects tracked: 2 || car: 2 
2022-12-07 17:58:03.501669 ||Processed frame no: 432 || Current FPS: 21.33 || Objects tracked: 2 || car: 2 
2022-12-07 17:58:03.580079 ||Processed frame no: 433 || Current FPS: 16.27 || Objects tracked: 2 || car: 2 
2022-12-07 17:58:03.648493 ||Processed frame no: 434 || Current FPS: 14.62 || Objects tracked: 2 || car: 2 
2022-12-07 17:58:03.704623 ||Processed frame no: 435 || Current FPS: 20.89 || Objects tracked: 2 || car: 2 
2022-12-07 17:58:03.767127 ||Processed frame no: 436 || Current FPS: 16.0 || Objects tracked: 2 || car: 2 
2022-12-07 17:58:03.815232 ||Processed frame no: 437 || Current FPS: 20.79 || Objects tracked: 2 || car: 2 
2022-12-07 17:58:03.876618 ||Processed frame no: 438 || Current FPS: 21.33 || Objects tracked: 2 || car: 2 
2022-12-07 17:58:03.939118 ||Processed frame no: 439 || Current FPS: 21.33 || Objects tracked: 2 || car: 2 
2022-12-07 17:58:04.001620 ||Processed frame no: 440 || Current FPS: 21.33 || Objects tracked: 2 || car: 2 
2022-12-07 17:58:04.065259 ||Processed frame no: 441 || Current FPS: 21.32 || Objects tracked: 1 || car: 1 
2022-12-07 17:58:04.126717 ||Processed frame no: 442 || Current FPS: 19.93 || Objects tracked: 1 || car: 1 
2022-12-07 17:58:04.190461 ||Processed frame no: 443 || Current FPS: 20.78 || Objects tracked: 1 || car: 1 
2022-12-07 17:58:04.267271 ||Processed frame no: 444 || Current FPS: 16.05 || Objects tracked: 1 || car: 1 
2022-12-07 17:58:04.330021 ||Processed frame no: 445 || Current FPS: 22.77 || Objects tracked: 1 || car: 1 
2022-12-07 17:58:04.408157 ||Processed frame no: 446 || Current FPS: 16.0 || Objects tracked: 1 || car: 1 
2022-12-07 17:58:04.477300 ||Processed frame no: 447 || Current FPS: 14.68 || Objects tracked: 2 || car: 2 
2022-12-07 17:58:04.549276 ||Processed frame no: 448 || Current FPS: 17.13 || Objects tracked: 2 || car: 2 
2022-12-07 17:58:04.611861 ||Processed frame no: 449 || Current FPS: 21.29 || Objects tracked: 2 || car: 2 
2022-12-07 17:58:04.689990 ||Processed frame no: 450 || Current FPS: 16.0 || Objects tracked: 2 || car: 2 
2022-12-07 17:58:04.753419 ||Processed frame no: 451 || Current FPS: 19.2 || Objects tracked: 2 || car: 2 
2022-12-07 17:58:04.815915 ||Processed frame no: 452 || Current FPS: 16.0 || Objects tracked: 2 || car: 2 
2022-12-07 17:58:04.878684 ||Processed frame no: 453 || Current FPS: 15.93 || Objects tracked: 2 || car: 2 
2022-12-07 17:58:04.941186 ||Processed frame no: 454 || Current FPS: 21.33 || Objects tracked: 2 || car: 2 
2022-12-07 17:58:05.010053 ||Processed frame no: 455 || Current FPS: 14.74 || Objects tracked: 2 || car: 2 
2022-12-07 17:58:05.066483 ||Processed frame no: 456 || Current FPS: 21.28 || Objects tracked: 2 || car: 2 
2022-12-07 17:58:05.128985 ||Processed frame no: 457 || Current FPS: 21.34 || Objects tracked: 2 || car: 2 
2022-12-07 17:58:05.191660 ||Processed frame no: 458 || Current FPS: 21.81 || Objects tracked: 2 || car: 2 
2022-12-07 17:58:05.253760 ||Processed frame no: 459 || Current FPS: 23.54 || Objects tracked: 2 || car: 2 
2022-12-07 17:58:05.316286 ||Processed frame no: 460 || Current FPS: 21.37 || Objects tracked: 2 || car: 2 
2022-12-07 17:58:05.378906 ||Processed frame no: 461 || Current FPS: 21.27 || Objects tracked: 2 || car: 2 
2022-12-07 17:58:05.446581 ||Processed frame no: 462 || Current FPS: 19.21 || Objects tracked: 3 || car: 3 
2022-12-07 17:58:05.535219 ||Processed frame no: 463 || Current FPS: 12.8 || Objects tracked: 3 || car: 3 
2022-12-07 17:58:05.613517 ||Processed frame no: 464 || Current FPS: 16.29 || Objects tracked: 3 || car: 3 
2022-12-07 17:58:05.707266 ||Processed frame no: 465 || Current FPS: 16.0 || Objects tracked: 3 || car: 3 
2022-12-07 17:58:05.786087 ||Processed frame no: 466 || Current FPS: 16.41 || Objects tracked: 3 || car: 3 
2022-12-07 17:58:05.864983 ||Processed frame no: 467 || Current FPS: 15.8 || Objects tracked: 3 || car: 3 
2022-12-07 17:58:05.942588 ||Processed frame no: 468 || Current FPS: 16.0 || Objects tracked: 3 || car: 3 
2022-12-07 17:58:06.036839 ||Processed frame no: 469 || Current FPS: 12.72 || Objects tracked: 3 || car: 3 
2022-12-07 17:58:06.131323 ||Processed frame no: 470 || Current FPS: 12.68 || Objects tracked: 4 || car: 4 
2022-12-07 17:58:06.209258 ||Processed frame no: 471 || Current FPS: 15.89 || Objects tracked: 4 || car: 4 
2022-12-07 17:58:06.287388 ||Processed frame no: 472 || Current FPS: 16.0 || Objects tracked: 3 || car: 3 
2022-12-07 17:58:06.358702 ||Processed frame no: 473 || Current FPS: 19.12 || Objects tracked: 3 || car: 3 
2022-12-07 17:58:06.452452 ||Processed frame no: 474 || Current FPS: 12.8 || Objects tracked: 3 || car: 3 
2022-12-07 17:58:06.547151 ||Processed frame no: 475 || Current FPS: 12.65 || Objects tracked: 3 || car: 3 
2022-12-07 17:58:06.655671 ||Processed frame no: 476 || Current FPS: 10.69 || Objects tracked: 4 || car: 4 
2022-12-07 17:58:06.765043 ||Processed frame no: 477 || Current FPS: 10.67 || Objects tracked: 4 || car: 4 
2022-12-07 17:58:06.827280 ||Processed frame no: 478 || Current FPS: 16.07 || Objects tracked: 3 || car: 3 
2022-12-07 17:58:06.905418 ||Processed frame no: 479 || Current FPS: 16.02 || Objects tracked: 3 || car: 3 
2022-12-07 17:58:06.967918 ||Processed frame no: 480 || Current FPS: 16.0 || Objects tracked: 3 || car: 3 
2022-12-07 17:58:07.046134 ||Processed frame no: 481 || Current FPS: 15.98 || Objects tracked: 3 || car: 3 
2022-12-07 17:58:07.108634 ||Processed frame no: 482 || Current FPS: 21.34 || Objects tracked: 3 || car: 3 
2022-12-07 17:58:07.186774 ||Processed frame no: 483 || Current FPS: 16.0 || Objects tracked: 3 || car: 3 
2022-12-07 17:58:07.249263 ||Processed frame no: 484 || Current FPS: 16.0 || Objects tracked: 3 || car: 3 
2022-12-07 17:58:07.311760 ||Processed frame no: 485 || Current FPS: 16.0 || Objects tracked: 3 || car: 3 
2022-12-07 17:58:07.374988 ||Processed frame no: 486 || Current FPS: 15.82 || Objects tracked: 3 || car: 3 
2022-12-07 17:58:07.437496 ||Processed frame no: 487 || Current FPS: 21.33 || Objects tracked: 3 || car: 3 
2022-12-07 17:58:07.515623 ||Processed frame no: 488 || Current FPS: 16.0 || Objects tracked: 3 || car: 3 
2022-12-07 17:58:07.578407 ||Processed frame no: 489 || Current FPS: 15.93 || Objects tracked: 3 || car: 3 
2022-12-07 17:58:07.640920 ||Processed frame no: 490 || Current FPS: 16.0 || Objects tracked: 3 || car: 3 
2022-12-07 17:58:07.703415 ||Processed frame no: 491 || Current FPS: 16.0 || Objects tracked: 3 || car: 3 
2022-12-07 17:58:07.765374 ||Processed frame no: 492 || Current FPS: 16.14 || Objects tracked: 3 || car: 3 
2022-12-07 17:58:07.827880 ||Processed frame no: 493 || Current FPS: 21.33 || Objects tracked: 3 || car: 3 
2022-12-07 17:58:07.890462 ||Processed frame no: 494 || Current FPS: 21.3 || Objects tracked: 3 || car: 3 
2022-12-07 17:58:07.969071 ||Processed frame no: 495 || Current FPS: 18.71 || Objects tracked: 3 || car: 3 
2022-12-07 17:58:08.031568 ||Processed frame no: 496 || Current FPS: 16.0 || Objects tracked: 3 || car: 3 
2022-12-07 18:13:09.385595 ||Processed frame no: 1 || Current FPS: 1.39 || Objects tracked: 4 || car: 4 
2022-12-07 18:13:09.597435 ||Processed frame no: 2 || Current FPS: 15.16 || Objects tracked: 3 || car: 3 
2022-12-07 18:13:09.669766 ||Processed frame no: 3 || Current FPS: 18.52 || Objects tracked: 3 || car: 3 
2022-12-07 18:13:09.741990 ||Processed frame no: 4 || Current FPS: 16.59 || Objects tracked: 3 || car: 3 
2022-12-07 18:13:09.811038 ||Processed frame no: 5 || Current FPS: 18.68 || Objects tracked: 3 || car: 3 
2022-12-07 18:13:09.883051 ||Processed frame no: 6 || Current FPS: 17.88 || Objects tracked: 4 || car: 3 bus: 1 
2022-12-07 18:13:09.955045 ||Processed frame no: 7 || Current FPS: 15.65 || Objects tracked: 4 || car: 3 bus: 1 
2022-12-07 18:13:10.027043 ||Processed frame no: 8 || Current FPS: 15.64 || Objects tracked: 4 || car: 3 bus: 1 
2022-12-07 18:13:10.091100 ||Processed frame no: 9 || Current FPS: 17.86 || Objects tracked: 3 || car: 3 
2022-12-07 18:13:10.147044 ||Processed frame no: 10 || Current FPS: 20.83 || Objects tracked: 2 || car: 2 
2022-12-07 18:13:10.203047 ||Processed frame no: 11 || Current FPS: 25.0 || Objects tracked: 1 || car: 1 
2022-12-07 18:13:10.259048 ||Processed frame no: 12 || Current FPS: 25.0 || Objects tracked: 1 || car: 1 
2022-12-07 18:13:10.323046 ||Processed frame no: 13 || Current FPS: 20.87 || Objects tracked: 1 || car: 1 
2022-12-07 18:13:10.379045 ||Processed frame no: 14 || Current FPS: 20.84 || Objects tracked: 1 || car: 1 
2022-12-07 18:13:10.427068 ||Processed frame no: 15 || Current FPS: 31.23 || Objects tracked: 0 || 
2022-12-07 18:13:10.491972 ||Processed frame no: 16 || Current FPS: 22.53 || Objects tracked: 1 || car: 1 
2022-12-07 18:13:10.547972 ||Processed frame no: 17 || Current FPS: 25.0 || Objects tracked: 1 || car: 1 
2022-12-07 18:13:10.597328 ||Processed frame no: 18 || Current FPS: 30.05 || Objects tracked: 0 || 
2022-12-07 18:13:10.644372 ||Processed frame no: 19 || Current FPS: 24.99 || Objects tracked: 0 || 
2022-12-07 18:13:10.691752 ||Processed frame no: 20 || Current FPS: 25.44 || Objects tracked: 0 || 
2022-12-07 18:13:10.749396 ||Processed frame no: 21 || Current FPS: 21.55 || Objects tracked: 1 || car: 1 
2022-12-07 18:13:10.789414 ||Processed frame no: 22 || Current FPS: 31.32 || Objects tracked: 0 || 
2022-12-07 18:13:10.837422 ||Processed frame no: 23 || Current FPS: 31.3 || Objects tracked: 0 || 
2022-12-07 18:13:10.885405 ||Processed frame no: 24 || Current FPS: 31.26 || Objects tracked: 0 || 
2022-12-07 18:13:10.933915 ||Processed frame no: 25 || Current FPS: 25.54 || Objects tracked: 0 || 
2022-12-07 18:13:10.982943 ||Processed frame no: 26 || Current FPS: 32.23 || Objects tracked: 0 || 
2022-12-07 18:13:11.030965 ||Processed frame no: 27 || Current FPS: 25.04 || Objects tracked: 0 || 
2022-12-07 18:13:11.079683 ||Processed frame no: 28 || Current FPS: 24.87 || Objects tracked: 0 || 
2022-12-07 18:13:11.125128 ||Processed frame no: 29 || Current FPS: 26.39 || Objects tracked: 0 || 
2022-12-07 18:13:11.167098 ||Processed frame no: 30 || Current FPS: 31.35 || Objects tracked: 0 || 
2022-12-07 18:13:11.215204 ||Processed frame no: 31 || Current FPS: 24.93 || Objects tracked: 0 || 
2022-12-07 18:13:11.263123 ||Processed frame no: 32 || Current FPS: 31.23 || Objects tracked: 0 || 
2022-12-07 18:13:11.311585 ||Processed frame no: 33 || Current FPS: 25.56 || Objects tracked: 0 || 
2022-12-07 18:13:11.359516 ||Processed frame no: 34 || Current FPS: 25.04 || Objects tracked: 0 || 
2022-12-07 18:13:11.407502 ||Processed frame no: 35 || Current FPS: 25.05 || Objects tracked: 0 || 
2022-12-07 18:13:11.447575 ||Processed frame no: 36 || Current FPS: 31.19 || Objects tracked: 0 || 
2022-12-07 18:13:11.495493 ||Processed frame no: 37 || Current FPS: 25.0 || Objects tracked: 0 || 
2022-12-07 18:13:11.543584 ||Processed frame no: 38 || Current FPS: 31.23 || Objects tracked: 0 || 
2022-12-07 18:13:11.599497 ||Processed frame no: 39 || Current FPS: 25.0 || Objects tracked: 1 || car: 1 
2022-12-07 18:13:11.659004 ||Processed frame no: 40 || Current FPS: 19.45 || Objects tracked: 1 || car: 1 
2022-12-07 18:13:11.711952 ||Processed frame no: 41 || Current FPS: 23.68 || Objects tracked: 1 || car: 1 
2022-12-07 18:13:11.767950 ||Processed frame no: 42 || Current FPS: 20.87 || Objects tracked: 1 || car: 1 
2022-12-07 18:13:11.808254 ||Processed frame no: 43 || Current FPS: 30.96 || Objects tracked: 0 || 
2022-12-07 18:13:11.872252 ||Processed frame no: 44 || Current FPS: 20.83 || Objects tracked: 1 || car: 1 
2022-12-07 18:13:11.920259 ||Processed frame no: 45 || Current FPS: 25.05 || Objects tracked: 0 || 
2022-12-07 18:13:11.976255 ||Processed frame no: 46 || Current FPS: 20.86 || Objects tracked: 2 || car: 1 bus: 1 
2022-12-07 18:13:12.040259 ||Processed frame no: 47 || Current FPS: 20.83 || Objects tracked: 2 || car: 1 bus: 1 
2022-12-07 18:13:12.096255 ||Processed frame no: 48 || Current FPS: 20.87 || Objects tracked: 2 || car: 1 bus: 1 
2022-12-07 18:13:12.160443 ||Processed frame no: 49 || Current FPS: 18.18 || Objects tracked: 2 || bus: 1 car: 1 
2022-12-07 18:13:12.215901 ||Processed frame no: 50 || Current FPS: 21.9 || Objects tracked: 2 || car: 1 bus: 1 
2022-12-07 18:13:12.279899 ||Processed frame no: 51 || Current FPS: 17.89 || Objects tracked: 2 || car: 1 bus: 1 
2022-12-07 18:13:12.336302 ||Processed frame no: 52 || Current FPS: 21.27 || Objects tracked: 2 || car: 1 bus: 1 
2022-12-07 18:13:12.400291 ||Processed frame no: 53 || Current FPS: 17.86 || Objects tracked: 2 || bus: 1 car: 1 
2022-12-07 18:13:12.448294 ||Processed frame no: 54 || Current FPS: 25.05 || Objects tracked: 1 || car: 1 
2022-12-07 18:13:12.504294 ||Processed frame no: 55 || Current FPS: 25.04 || Objects tracked: 1 || car: 1 
2022-12-07 18:13:12.560044 ||Processed frame no: 56 || Current FPS: 20.98 || Objects tracked: 1 || bus: 1 
2022-12-07 18:13:12.624051 ||Processed frame no: 57 || Current FPS: 20.83 || Objects tracked: 1 || car: 1 
2022-12-07 18:13:12.680283 ||Processed frame no: 58 || Current FPS: 20.74 || Objects tracked: 1 || car: 1 
2022-12-07 18:13:12.744310 ||Processed frame no: 59 || Current FPS: 17.85 || Objects tracked: 1 || car: 1 
2022-12-07 18:13:12.792328 ||Processed frame no: 60 || Current FPS: 31.23 || Objects tracked: 0 || 
2022-12-07 18:13:12.849096 ||Processed frame no: 61 || Current FPS: 24.52 || Objects tracked: 0 || 
2022-12-07 18:13:12.897037 ||Processed frame no: 62 || Current FPS: 29.2 || Objects tracked: 0 || 
2022-12-07 18:13:12.945037 ||Processed frame no: 63 || Current FPS: 25.01 || Objects tracked: 0 || 
2022-12-07 18:13:12.993286 ||Processed frame no: 64 || Current FPS: 24.85 || Objects tracked: 0 || 
2022-12-07 18:13:13.038934 ||Processed frame no: 65 || Current FPS: 26.57 || Objects tracked: 0 || 
2022-12-07 18:13:13.081332 ||Processed frame no: 66 || Current FPS: 31.24 || Objects tracked: 0 || 
2022-12-07 18:13:13.129335 ||Processed frame no: 67 || Current FPS: 31.25 || Objects tracked: 0 || 
2022-12-07 18:13:13.169774 ||Processed frame no: 68 || Current FPS: 30.83 || Objects tracked: 0 || 
2022-12-07 18:13:13.217772 ||Processed frame no: 69 || Current FPS: 31.25 || Objects tracked: 0 || 
2022-12-07 18:13:13.265772 ||Processed frame no: 70 || Current FPS: 25.0 || Objects tracked: 0 || 
2022-12-07 18:13:13.316371 ||Processed frame no: 71 || Current FPS: 23.51 || Objects tracked: 0 || 
2022-12-07 18:13:13.369508 ||Processed frame no: 72 || Current FPS: 24.31 || Objects tracked: 1 || bus: 1 
2022-12-07 18:13:13.417573 ||Processed frame no: 73 || Current FPS: 25.01 || Objects tracked: 0 || 
2022-12-07 18:13:13.457531 ||Processed frame no: 74 || Current FPS: 31.31 || Objects tracked: 0 || 
2022-12-07 18:13:13.505888 ||Processed frame no: 75 || Current FPS: 31.24 || Objects tracked: 0 || 
2022-12-07 18:13:13.570591 ||Processed frame no: 76 || Current FPS: 21.43 || Objects tracked: 1 || bus: 1 
2022-12-07 18:13:13.618664 ||Processed frame no: 77 || Current FPS: 25.0 || Objects tracked: 0 || 
2022-12-07 18:13:13.674841 ||Processed frame no: 78 || Current FPS: 24.89 || Objects tracked: 0 || 
2022-12-07 18:13:13.738874 ||Processed frame no: 79 || Current FPS: 20.83 || Objects tracked: 0 || 
2022-12-07 18:13:13.802856 ||Processed frame no: 80 || Current FPS: 25.05 || Objects tracked: 0 || 
2022-12-07 18:13:13.850863 ||Processed frame no: 81 || Current FPS: 31.24 || Objects tracked: 0 || 
2022-12-07 18:13:13.898846 ||Processed frame no: 82 || Current FPS: 25.05 || Objects tracked: 0 || 
2022-12-07 18:13:13.946848 ||Processed frame no: 83 || Current FPS: 25.0 || Objects tracked: 0 || 
2022-12-07 18:13:13.994854 ||Processed frame no: 84 || Current FPS: 31.32 || Objects tracked: 0 || 
2022-12-07 18:13:14.042891 ||Processed frame no: 85 || Current FPS: 31.27 || Objects tracked: 0 || 
2022-12-07 18:13:14.090894 ||Processed frame no: 86 || Current FPS: 25.02 || Objects tracked: 0 || 
2022-12-07 18:13:14.138846 ||Processed frame no: 87 || Current FPS: 31.32 || Objects tracked: 0 || 
2022-12-07 18:13:14.182727 ||Processed frame no: 88 || Current FPS: 27.94 || Objects tracked: 0 || 
2022-12-07 18:13:14.219351 ||Processed frame no: 89 || Current FPS: 35.7 || Objects tracked: 0 || 
2022-12-07 18:13:14.267350 ||Processed frame no: 90 || Current FPS: 31.26 || Objects tracked: 0 || 
2022-12-07 18:13:14.315434 ||Processed frame no: 91 || Current FPS: 31.17 || Objects tracked: 0 || 
2022-12-07 18:13:14.363447 ||Processed frame no: 92 || Current FPS: 31.22 || Objects tracked: 0 || 
2022-12-07 18:13:14.426492 ||Processed frame no: 93 || Current FPS: 21.55 || Objects tracked: 1 || bus: 1 
2022-12-07 18:13:14.482885 ||Processed frame no: 94 || Current FPS: 24.99 || Objects tracked: 1 || bus: 1 
2022-12-07 18:13:14.531182 ||Processed frame no: 95 || Current FPS: 24.81 || Objects tracked: 1 || bus: 1 
2022-12-07 18:13:14.587173 ||Processed frame no: 96 || Current FPS: 20.83 || Objects tracked: 1 || bus: 1 
2022-12-07 18:13:14.643173 ||Processed frame no: 97 || Current FPS: 20.83 || Objects tracked: 1 || bus: 1 
2022-12-07 18:13:14.699174 ||Processed frame no: 98 || Current FPS: 20.83 || Objects tracked: 1 || bus: 1 
2022-12-07 18:13:14.747185 ||Processed frame no: 99 || Current FPS: 24.99 || Objects tracked: 0 || 
2022-12-07 18:13:14.795177 ||Processed frame no: 100 || Current FPS: 25.0 || Objects tracked: 0 || 
2022-12-07 18:13:14.843176 ||Processed frame no: 101 || Current FPS: 25.0 || Objects tracked: 0 || 
2022-12-07 18:13:14.894497 ||Processed frame no: 102 || Current FPS: 23.08 || Objects tracked: 0 || 
2022-12-07 18:13:14.938478 ||Processed frame no: 103 || Current FPS: 30.04 || Objects tracked: 0 || 
2022-12-07 18:13:14.994478 ||Processed frame no: 104 || Current FPS: 25.0 || Objects tracked: 1 || bus: 1 
